,Y (90),G (-90),Y (90),G (180),Y (180),G (-90),W (180),G (180),W (90),B (90),O (90),B (90),O (90),Y (180),B (-90),Y (-90),B (90),Y (-90),
W0:W1,
W2:W5,
W8:W7,
W6:W3,
O0:O1,
O2:O5,
O8:O7,
O6:O3,
G0:G1,
G2:G5,
G8:G7,
G6:G3,
R0:R1,
R2:R5,
R8:R7,
R6:R3,
B0:B1,
B2:B5,
B8:B7,
B6:B3,
Y0:Y1,
Y2:Y5,
Y8:Y7,
Y6:Y3,
W2:W1,
W8:W5,
W6:W7,
W0:W3,
O2:O1,
O8:O5,
O6:O7,
O0:O3,
G2:G1,
G8:G5,
G6:G7,
G0:G3,
R2:R1,
R8:R5,
R6:R7,
R0:R3,
B2:B1,
B8:B5,
B6:B7,
B0:B3,
Y2:Y1,
Y8:Y5,
Y6:Y7,
Y0:Y3,
W1:W4,
W5:W4,
W7:W4,
W3:W4,
O1:O4,
O5:O4,
O7:O4,
O3:O4,
G1:G4,
G5:G4,
G7:G4,
G3:G4,
R1:R4,
R5:R4,
R7:R4,
R3:R4,
B1:B4,
B5:B4,
B7:B4,
B3:B4,
Y1:Y4,
Y5:Y4,
Y7:Y4,
Y3:Y4,
